,CommentHead,Comment,Rating
14769,Brilliant,very good,5
14770,Did not meet expectations,This is not long lasting it is useful for hardly one month,1
14771,Terrible product,This volleyball net is very bad quality within two days it's thread break and it's delivery is too late.,1
14773,Could be way better,It's qualiti is vary bad 👎👎👎👎,2
14774,Decent product,Nice 👍,3
14775,Fabulous!,Supreme,5
14776,Excellent,Must buy,5
14779,Very Good,Best,4
14781,Perfect product!,"Nice product at this price ,👍",5
14782,Worst experience ever!,It is a poor quality product,1
14783,Worst experience ever!,worst,1
14784,Awesome,So good,5
14785,Unsatisfactory,Worst ever... Waste off mony,1
14786,Nice,Not bad.!,3
14788,Awesome,"According to my experience , this product is nice",5
14789,Super!,Very Good best deliver,5
14790,Must buy!,Product quality high in this price Segment..And long net for big boys....Jarur kharide...,5
14791,Mind-blowing purchase,Buy it customers it's just awesome wat a colour wow! I liked it soon much,5
14792,Wonderful,Better in price,4
14793,Just okay,Good.,3
14795,Wonderful,Excellent,5
14796,Great product,Best product in best price,5
14797,Good,Average wally ball net and low cost,3
14798,flipkart,Super,4
14799,Super!,Colour was  awesome💞,5
14801,Don't waste your money,Low quality dont buy it,1
14802,Good quality product,Amazing quality in this price..,4
14804,Highly recommended,first class net for practise,5
14805,Terrific,Awesome imaging not too OMG oh my God,5
14806,Wonderful,Very good produc.that way thank for your Flipkart,5
14807,Good,"Good quality net, but the tape quality is not good",3
14808,Good choice,Good one. Basic level. One place the treads were jumbled. Rest working fine.,4
14809,Really Nice,nice product,5
14811,very nice product,Good quality product,4
14812,Excellent,Great volleyball net at this prize. Im sure you have to buy it,5
14813,Nice product,Good,5
14814,Expected a better product,Please improve the quality of product ..It's not good I got,1
14816,Brilliant,Nice one,5
14817,Nice product,It is good at this price but quality is very bad,1
14820,Good choice,Somewhat okay 😃,4
14822,Perfect product!,Ok thanks 😘,5
14824,Nice product,Nice product 👍,4
14825,Very Good,Too good product as aspects,4
14828,Useless product,Less quality,1
14829,Worst experience ever!,Very very very bad,1
14830,Slightly disappointed,Okay,2
14833,Not recommended at all,Waste product ever,1
14834,Good,Cheaf and best,3
14836,Pretty good,Superb,4
14838,Perfect product!,Amazing product,5
14839,Super!,It is very good vollyball net..,5
14840,Really Nice,Nice.. Tq u flipkart,4
14841,Excellent,nice product thanx flipkart,5
14842,Awesome,Nice product 👍👌,5
14843,Best in the market!,Good condition,5
14844,Good,not bad,3
14845,Nice,Low quality,3
14846,Waste of money!,Waste of your money,1
14849,Decent product,Good not so good average...,3
14851,Terrific purchase,Product is very good,5
14854,Just wow!,Price and volleyball net both are good,5
14855,Great product,I m fully satisfied,5
14860,Worth the money,Ok good,4
14861,Worth every penny,Excellent🤗,5
14862,Does the job,Suitable for this range,3
14863,Must buy!,super quality,5
14864,Excellent,Very Good product,5
14865,Worth every penny,That's a very good products please bought itThanks,5
14866,Does the job,Not strong,3
14867,Good,Nyc,3
14868,Pretty good,Good but wide too high,4
14869,Horrible,Weste product,1
14871,Wonderful,Value for money,4
14874,Very Good,super product,4
14875,Worth every penny,good net,5
14877,Nice,Nice but better,3
14878,Terrific,Very Nice,5
14879,Just okay,noot Good,3
14880,Decent product,good one but not for long lasting use...just for practice,3
14881,Waste of money!,poor quality,1
14882,Wonderful,good ney,5
14883,Bad quality,bad,2
14884,Fabulous!,This product was nice,5
14885,Absolute rubbish!,worst net. waste of money..net is too thin,1
14887,Value-for-money,Good product must buy,4
14889,Brilliant,very useful,5
14890,Horrible,worst item,1
14892,Worth every penny,Product is good but it took a while to get delivered so kindly take care of it,5
14894,Very Good,Good quality but have a late delivery.....besides all good product,4
14895,Good condition,Product is in good condition and this net should be price 1100 rs rather than 200 rs,5
14896,super duper,extremely well performed after six months of use its okk,5
14897,Terrific purchase,nice but very long,5
14899,net,Very bad quality,1
14900,Waste of money!,damage the net,1
14901,Nice,just okay..,3
14902,Useless product,Bad product I have received damaged net,1
14905,Excellent,Good quality,5
14907,Unsatisfactory,"totally  waste  of money  don't  purchase it, no bottom  support",1
14908,Horrible,Not for volleyball very bad quality,1
14910,Terrible product,Very poorly,1
14912,Fair,Not good product,3
14916,Wonderful,Supper we can buy quality is also good,4
14919,Did not meet expectations,Much smaller than usual size..,1
14920,Worth the money,correct rate of this quality,4
14923,Just okay,This price ok!,3
14924,Pretty good,It's quite good,4
14925,Good,It is not very good .it's wires are very thin but you can play volleyball with it..,3
14926,Waste of money!,Badquality samal size,1
14927,Horrible,It doesn't have strips in one side,1
14928,Wonderful,Very good quality and.. Flipkart is the best,4
14929,Useless product,Awesome,1
14930,Useless product,Bad net,1
14932,Good quality product,"Good product , average quality. Fits better for local matches with friends .",4
14934,Good choice,Product quality ... perfect,4
14935,Bad quality,"Quality is ok, net is broken through which volleyball can pass easily.",2
14938,Terrible product,This not a volleyball net poor product,1
14942,Really Nice,Very strong and good net,4
14943,Highly recommended,very very good product,5
14945,Terrific purchase,Quality was very good,5
14948,Worth every penny,good but down rope is not there,5
14950,Worthless,worst product do not waste ur money....,1
14952,Could be way better,not use,2
14953,Not recommended at all,worst,1
14955,Brilliant,good.but no.bar on down side,5
14956,Wonderful,good  product. value for money,5
14957,Value-for-money,As campare to its price its good.,4
14960,Terrific,veryo,5
14961,Absolute rubbish!,worst product ever seen,1
14963,Best in the market!,"Worth it😍🤘, thanks Flipkart",5
14967,Good quality product,Not as good as expected.But overall you can go for it....,4
14969,Just okay,good one,3
14970,Terrific purchase,amazing,5
14973,Just okay,Good quality valley Ball,3
14976,Very poor,Wrost product. Don't buy this..,1
14978,Must buy!,awesome,5
14979,Must buy!,Good quality net i really used it myself and for playing volley ball its good in cheap price and good quality.....happy with product😀,5
14980,Highly recommended,Nice product..Good delivery...,5
14983,Mind-blowing purchase,wonderful product,5
14987,Excellent,the net beautiful and hot sexy...so on .chikna maal,5
14988,Utterly Disappointed,The quality is not good,1
14989,Best in the market!,good medium quality,5
14992,Best in the market!,"Very strong ball..very hard..The players who ever  wants to play a satisfied game will go for this ball please..Very nice product from flipkart , it was delivered for second day from when i ordered..",5
14993,Just okay,Good one,3
14994,Terrific,it's very nice like this,5
14996,Simply awesome,Zakkas product 🔥,5
14997,Worth the money,Nice Product,4
14998,Worth every penny,Good product Nice packajing,5
14999,Worth every penny,Nice products..,5
15000,Just wow!,I like it very much thank you flipkart,5
15001,Simply awesome,its size and colour are good it is easy to play,5
15003,Absolute rubbish!,product quality is too bad...volleyball is tored on 1st day of played time,1
15005,Classy product,This ball are beautiful and well played game,5
15006,Perfect product!,Supper,5
15007,Super!,Nice Product,5
15009,Worth every penny,the volleyball is very nice.,5
15010,Terrific purchase,Supev product,5
15012,Pretty good,Nice volly boll in cosco,4
15013,Value-for-money,Excellent product,4
15014,Very poor,This is not a volley ball. Just like a football.😂😂,1
15015,Bad quality,Very bad ball for every time,2
15016,Slightly disappointed,Vaste quality,2
15017,Value-for-money,Given 4 star because not original Cosco brand. But still good product in such a low price of just 239 RS .a little bit heavier but is affordable.size is smaller than professional volleyballs,4
15018,Best in the market!,Good product valuable price,5
15019,Must buy!,I am totally satisfied with this product,5
15020,Classy product,thank you very much for my orders,5
15021,Just okay,nyc product it is so usefull in rainy season aaa boll is rubber so use tha rain time,3
15022,Really Nice,Super ball fantastic nice,4
15023,Excellent,Nice cosco,5
15024,Nice,"Product is quite good, but ekart sevice was very poor, I called him more than 20 times",3
15025,Delightful,good product...but skin of the ball is poor quality,4
15026,Best in the market!,Best product 💕💕,5
15029,Just wow!,Best in price,5
15030,Really Nice,Nice supper ball,4
15031,Fair,Good quality,3
15033,Worst experience ever!,Okok,1
15034,Not recommended at all,Very hard u must buy cosco acclaim,1
15035,Awesome,I love it,5
15038,Did not meet expectations,Worst product Its too weight dont go through it,1
15039,Just wow!,Quality is very hard and when we pick up the service it hurts the skin very vigorously,5
15040,Terrific,Good and perfect,5
15045,Slightly disappointed,Volly ball patch,2
15046,Worthless,Not perfect round shape,1
15048,Mind-blowing purchase,"Nice, good ball",5
15049,Best in the market!,Just ok,5
15050,Worth every penny,This ball is very nice I played for 6months suggest every one but it,5
15052,Good,Worst quality,3
15053,Value-for-money,Nice ball.,4
15054,Very Good,According to price this volleyball is pretty awesome. But even when air inside this ball is normal because of rubber moulded exterior it doesn't bounce properly. So If You are thinking to buy go for balls with exterior coated with P.U. material.,4
15055,Value-for-money,Good but after play one week it was hole,4
15056,Utterly Disappointed,It was damaged and someone already used it. Bad experience.,1
15059,Nice product,Yup I have played for 4 months and it still good,4
15061,Utterly Disappointed,It is cracked,1
15062,Good,Very nice thank you so much,3
15064,Moderate,Punctured in just 5 days,2
15068,Could be way better,Unsatisfied with the product,2
15069,Fair,𝙸𝚝'𝚜 𝚐𝚘𝚘𝚍 𝚝𝚘 𝚙𝚕𝚊𝚢 𝚋𝚞𝚝 𝚕𝚘𝚠 𝚚𝚞𝚊𝚕𝚒𝚝𝚢𝙾𝚗𝚕𝚢 𝚙𝚕𝚊𝚢 4 𝙾𝚛 5 𝚖𝚊𝚝𝚌𝚑𝚎𝚜,3
15071,Great product,Nice Ball must purchase it,5
15072,Absolute rubbish!,Okay,1
15073,Worth every penny,Nice for beginners 😍😍,5
15076,Super!,Havey wait  ball to much,5
15077,Not recommended at all,It's not a good product,1
15078,Utterly Disappointed,Bad 👎👎😭,1
15079,Just okay,It was hard,3
15080,Must buy!,"Good , value for money",5
